Geneid,L3,L3,L3,APF0h,APF0h,APF0h
lncRNA:CR44937,0,0,0,0,0,0
CG44227,0,0,0,0,0,0
hb,0,0,0,0,0,0
Cks85A,224,276,910,202,209,80
CG8112,0,0,0,0,0,0
TMEM216,586,0,166,53,139,88
CG11760,0,0,0,0,2,4
CG8136,0,0,0,0,0,0
nom,249,55,147,67,85,37
ouib,0,0,0,0,0,0
CG8159,0,0,0,44,3,7
ranshi,0,200,0,89,66,39
M1BP,1717,2208,1792,1097,855,514
CG8202,0,0,0,148,173,208
CG9801,10,0,3,295,1221,1118
CG8223,25,0,0,30,44,17
CG34135,0,0,0,0,0,0
CG11768,0,0,0,0,0,0
asRNA:CR44228,0,0,0,0,0,0
CG8236,0,0,0,0,0,0
CG13318,0,0,0,0,0,0
CG34301,0,0,0,0,0,5
Pif1A,0,0,0,0,0,0
Pif1B,0,0,0,0,0,0
CG33191,0,0,0,0,0,0
CG33189,0,0,0,0,0,0
Ir85a,0,0,0,0,0,0
CCT7,2707,2779,2017,2755,4135,2190
CG9839,423,0,0,203,112,77
hng2,117,269,0,55,139,54
CG9837,0,0,0,0,0,0
aqz,4871,2325,6332,7320,7292,4351
lncRNA:CR43130,0,0,0,65,68,28
CG8369,0,381,458,23,58,2
IscU,676,1156,11,350,665,570
CG8379,0,0,0,86,3,137
pyd,527,0,2,625,1333,471
tRNA:Arg-TCG-2-3,0,0,0,0,0,0
tRNA:Arg-TCG-2-4,0,0,0,0,0,0
asRNA:CR44020,0,0,0,0,0,0
osk,0,0,0,0,0,0
lncRNA:osk,0,0,0,0,0,0
ScsbetaA,513,4,12,1219,1608,743
CG11964,2202,918,1089,403,756,431
ich,1,0,0,295,494,36
CAHbeta,0,0,0,0,0,0
RagA-B,290,676,1432,118,342,165
CG11970,0,0,1,152,215,98
E(var)3-9,126,0,0,287,346,147
CG11975,495,125,0,290,583,184
CG31100,0,1,0,285,170,35
CG11977,0,0,0,0,0,0
CG11980,1413,1,700,728,778,717
Prosbeta3,7150,4016,7920,9058,7439,4225
Iru,155,0,0,187,86,98
CG11983,0,2,3,0,2,0
Kcmf1,0,1,0,113,360,176
Sf3b5,403,536,227,230,347,217
CG11986,0,4,0,153,115,65
tgo,2,5,1,1596,1657,583
neur,1,0,91,18,24,36
asRNA:CR31429,0,0,0,0,0,0
hyx,0,1,0,56,195,72
Nmdmc,2,524,542,75,353,167
Rel,139,0,4,420,702,106
Mst85C,1332,1358,1538,710,605,446
Kdm2,0,0,16,13,16,10
beag,0,657,125,64,253,165
Ada,494,1,2,181,121,49
pum,578,229,98,1172,1413,674
CG11997,0,0,0,0,0,0
lncRNA:CR45196,0,0,0,0,13,0
D1,1939,2218,111,1488,1012,775
Vps15,0,0,0,0,131,4
CG8420,452,8,12,11901,12733,3359
St2,0,0,0,0,36,0
CR16735,0,0,0,0,0,0
CG16734,183,583,0,201,262,65
CG16736,0,0,0,0,0,17
Ibf2,344,889,1231,28,90,64
Ibf1,690,824,2002,186,181,190
ATP6AP2,4783,6104,14063,3393,3188,1859
sage,149,1,0,0,31,0
TrpRS,1325,0,6,418,391,370
Vps16A,606,1,0,0,327,239
lncRNA:CR46350,0,0,0,0,19,3
CG8861,0,0,0,0,0,0
HP1e,0,0,0,0,0,0
CG12951,0,0,0,0,0,0
CG16749,0,20,0,0,0,0
Aduk,387,0,484,121,294,38
pasi2,1383,1658,3,1985,1898,1040
lncRNA:CR43301,0,0,0,33,0,31
CG45050,538,2,158,385,762,431
snoRNA:Me18S-G1358a,0,0,0,0,0,0
snoRNA:Me18S-G1358b,0,0,0,0,0,0
CG43675,0,0,0,0,0,0
CG18473,0,0,0,0,0,0
Srr,0,0,0,0,0,0
FER,0,0,0,0,166,100
asRNA:CR46145,0,0,0,8,4,0
Or85f,0,0,0,0,63,0
CG34117,485,717,420,200,328,226
RpL34b,838,798,855,302,485,334
CG8132,4,568,1115,384,228,99
CG9356,395,152,0,138,428,206
CG8135,0,0,0,0,0,0
BBIP1,0,0,0,0,0,0
CG44261,0,0,0,0,0,0
betaTub85D,0,0,0,0,0,0
Task7,0,0,0,0,0,0
alpha-Man-IIa,11,2,0,277,495,190
ps,3014,1457,1074,595,575,248
GstZ1,635,354,3,555,522,423
GstZ2,0,0,0,0,0,0
CG16779,0,0,0,0,0,0
lncRNA:CR45203,0,0,0,0,0,0
phu,0,0,0,0,0,0
RhoL,0,0,618,192,563,248
CG8149,537,8,1,204,198,206
rump,1510,278,517,1072,1659,824
Ras85D,503,948,1737,1730,2432,1070
Rlb1,348,704,1,77,88,39
mRpL47,686,1930,1953,170,408,239
CG8176,181,211,0,100,416,64
JHDM2,0,0,0,80,215,56
mir-2283,0,0,0,0,0,0
by,0,8,0,2,310,0
mura,7,2,458,78,70,63
lncRNA:CR42549,364,379,358,723,1762,1170
RnpS1,230,428,0,275,398,146
CG9386,737,0,0,214,142,48
CG8199,590,769,1681,228,259,141
AP-1mu,2046,3827,3225,1220,2888,1106
MBD-like,301,103,1271,500,124,223
CG9393,289,0,58,439,82,89
Vps45,0,0,1,3,70,46
CG16789,0,0,0,0,23,0
CG16790,0,8,975,77,171,25
CG9396,0,307,0,0,0,0
CG9399,3,0,269,83,76,43
Kap-alpha3,5641,3349,5799,5063,5472,2792
Son,0,0,0,28,32,7
CG8301,0,0,0,2,11,1
CG33654,0,0,0,0,0,0
P58IPK,1713,1069,3,2580,2348,2262
bocks,61,1440,76,142,316,183
CG8312,689,464,636,332,344,333
CG9427,0,276,216,0,159,67
CG8319,179,0,0,18,45,21
Calr,65734,44466,70648,113271,83736,52274
sisRNA:CR46357,0,0,0,42,12,6
SpdS,237,109,420,74,22,43
asRNA:CR45053,0,0,0,2,7,0
Scm,249,0,0,108,112,119
Dh44,0,0,0,0,0,0
Fst,0,207,240,0,0,0
CG9492,0,0,0,0,0,0
CR43441,0,0,0,0,0,0
Nepl12,0,0,0,0,0,0
p23,16371,20857,23969,6721,7737,4002
nmdyn-D7,0,1042,1,109,75,34
CG9444,0,0,0,0,4,0
eca,719,811,1060,1134,1575,953
CG18542,0,0,0,0,0,0
Unc-115b,0,0,0,0,0,0
p24-2,0,0,0,0,0,0
CG32939,0,0,0,2,0,0
Unc-115a,0,0,0,38,72,83
trbd,8,88,0,0,342,161
dmt,1,0,0,180,3,0
scaRNA:PsiU1-6,0,0,0,1,0,0
hyd,133,0,0,23,20,160
FoxP,0,0,0,0,0,0
alphaTub85E,1,1007,0,0,0,0
side-VII,0,0,0,0,0,0
Pnn,0,37,3,113,118,55
CG34409,0,0,0,0,0,0
CG31415,0,0,0,0,0,3
CG12948,4,901,584,1114,685,364
PpD3,232,627,1,422,564,306
CG16908,0,1,1,0,39,0
Rpt3R,0,0,0,0,0,0
CG8412,0,212,0,155,35,55
Mpi,405,748,0,186,327,267
Snap24,366,57,1,2051,1788,992
CG8478,3,0,0,20,19,0
MED6,779,488,1,275,345,223
Naa80,1033,1415,1697,803,489,413
CG9471,740,294,99,277,393,184
Whamy,0,0,0,0,0,0
topi,0,0,0,0,0,0
RpS29,3689,4356,4958,1727,3622,1679
snoRNA:Psi18S-1275,0,7,0,0,0,0
asRNA:CR31514,0,3,0,0,30,2
CG12947,0,0,0,0,0,0
MtnA,546,987,1104,6,18,6
CG8500,0,0,0,0,0,0
CG12945,2,1,1,71,460,272
CG8507,821,949,2173,2652,2783,1488
CG8516,74,0,1,22,103,100
asRNA:CR46144,0,0,0,0,0,0
CG9467,345,0,3,165,1049,182
CG8526,0,0,0,0,0,0
FBXO11,7,0,597,19,398,167
asRNA:CR44035,0,0,0,0,0,0
CG8534,0,0,0,0,0,0
eloF,0,0,0,0,0,0
CG16904,0,0,0,0,0,0
CG9459,0,0,0,0,0,0
CG9458,0,0,0,0,0,0
CG42857,0,0,0,0,0,0
lncRNA:CR45790,0,0,0,0,0,0
CG34302,0,0,0,0,0,0
lncRNA:CR42858,0,0,0,0,0,0
Teh1,0,0,0,0,0,0
Glut4EF,17,0,14,126,148,83
lncRNA:CR45029,0,0,0,0,0,0
Art4,22,0,0,46,278,116
mir-9371,0,0,0,0,0,0
Gr85a,0,0,0,0,0,0
Spn85F,0,0,0,0,0,0
CG5359,98,0,0,0,34,0
Mical,1,0,1,2,94,7
CG31407,0,0,0,0,0,0
CG3909,379,382,2342,250,472,151
CG11722,511,862,108,48,92,72
mtTFB2,0,431,1,53,141,41
CG12811,906,705,365,360,270,210
ohgt,0,0,0,9,129,17
Fancl,0,0,0,0,1,7
asRNA:CR44192,0,0,0,0,0,0
Npc2e,0,0,0,0,0,0
Npc2d,0,0,0,0,0,0
Npc2c,0,0,0,0,0,0
asRNA:CR45205,0,0,0,0,0,0
CR33629,0,0,0,0,0,0
CG33630,0,0,0,0,0,0
CG33631,0,0,0,0,0,0
CG33783,0,0,0,0,0,0
CG33784,0,0,0,0,0,0
nerfin-2,0,0,0,0,0,0
Alp13,0,0,0,0,0,0
lncRNA:CR45054,39,64,0,0,0,0
mir-317,5,0,0,0,0,0
lncRNA:CR43459,0,0,0,0,0,0
mir-277,0,0,0,0,0,0
mir-34,0,0,0,0,0,0
Fmr1,30,193,380,548,1041,612
CAH7,0,2,0,360,571,0
gammaSnap2,0,0,0,0,0,0
ATPsynepsilonL,0,0,0,0,19,3
knk,65,2,1,328,933,370
asRNA:CR46038,0,0,0,0,0,0
tws,592,204,549,842,653,536
TAF1B,184,0,0,0,64,18
CG42759,0,0,0,0,0,0
Invadolysin,53,0,0,37,83,24
CG34303,0,0,0,0,0,0
CG6254,455,80,0,306,261,94
Best1,0,0,0,43,623,284
CG12814,872,0,2,19,389,176
Syn,0,0,0,0,0,3
Timp,0,0,0,0,90,23
CG12420,0,0,0,0,0,0
CG12817,0,0,0,0,0,0
CG34107,0,0,0,0,0,0
CG42795,0,0,0,0,0,0
CG3999,2,0,1,0,1,0
Sirt6,219,0,712,256,209,85
pont,1149,1136,0,918,636,583
Nuak1,64,382,1,414,323,312
tRNA:Ser-GCT-2-1,0,0,0,0,0,10
CG6293,0,0,0,47,4,0
Bruce,202,0,1203,154,878,499
CG12818,1,9,0,30,44,8
sle,280,347,30,103,52,33
CG12592,11,1,0,0,2,0
CG18545,0,0,0,0,0,0
CG31406,0,0,0,0,0,0
jumu,199,0,0,0,89,1
Rfx,0,0,0,35,16,18
lncRNA:CR44938,0,0,0,0,0,0
cwo,145,252,0,9,108,96
mthl11,0,0,0,0,4,0
CG6325,0,0,1,0,57,45
mir-994,0,0,0,0,0,0
mir-318,0,0,0,0,0,0
Irp-1B,254,3,0,82,548,130
Rrp46,1106,124,394,99,216,68
CG6345,3,0,0,0,25,0
CG46270,0,0,0,0,0,0
Cyp12e1,799,332,0,0,28,93
lncRNA:CR44939,0,0,0,0,0,0
lncRNA:CR44955,0,0,0,0,0,0
lncRNA:CR45576,0,0,0,0,0,0
hth,1296,2182,1959,653,724,307
mir-4944,0,0,0,0,0,0
asRNA:CR44018,0,0,0,0,0,0
CG6465,0,0,0,0,0,0
CG14688,0,0,0,190,199,0
lncRNA:CR44230,0,0,0,0,0,0
Skeletor,837,472,863,0,81,17
pug,11,1,132,93,4,1
CG14683,363,1129,0,189,362,239
CG31391,0,0,0,0,9,0
CG31467,0,1,0,0,22,0
CG14684,0,0,0,0,17,0
CG31278,0,1,0,164,46,66
CG31373,0,190,0,0,48,10
CG14689,0,0,0,0,0,0
CG4073,0,0,0,0,0,0
tomboy20,0,0,0,0,0,0
TkR86C,0,0,0,0,0,0
CG14691,0,0,0,0,0,0
CG31272,0,0,0,0,0,0
asRNA:CR45015,0,0,0,0,0,0
MED7,368,442,337,409,421,168
asRNA:CR45016,0,0,0,0,0,0
Cap-H2,0,0,0,87,53,24
TfIIFbeta,1,1,550,439,278,191
CG45076,2,1,6,0,2,0
fau,0,0,0,0,0,0
CG45078,0,0,0,0,0,0
Desi,0,0,0,0,0,0
CG42633,0,0,0,0,0,0
mRpL37,85,1,20,141,276,83
Rbp1,2610,4630,4010,1298,788,596
Art1,3378,3150,2037,1119,851,1024
Mcm5,4,0,0,0,42,68
CG14687,0,0,0,494,820,1
CG14692,0,0,0,0,0,0
CG14693,0,0,0,0,0,0
TTLL15,2,1,0,676,775,200
Cad86C,0,0,0,11,259,20
CG42394,5402,6809,3116,1074,1160,569
CG4565,0,0,0,8,1,0
CG6567,140,0,0,305,193,119
CG4511,831,1,138,2451,1659,1311
CG4570,0,0,0,0,0,0
CG14694,0,0,0,0,2,0
CG6574,382,1,0,3,358,107
SelR,808,586,2,209,235,297
Tsp86D,0,0,453,88,473,64
Fdh,1806,3089,1369,1522,1450,1113
CG4596,0,0,0,0,0,0
Sodh-2,187,668,227,8,9,7
asRNA:CR45195,0,0,0,0,0,0
CG14695,0,0,0,0,0,34
Tpc1,0,0,0,0,159,19
CG14696,0,0,1,0,54,23
Leash,0,2,0,25,241,222
Adk3,61,0,27,91,50,12
CG6621,0,1,0,3,103,43
lncRNA:CR45577,0,0,0,0,7,0
lncRNA:CR45578,0,0,0,0,10,0
Tengl4,0,0,0,0,0,0
lncRNA:CR45561,0,0,0,0,0,0
side-VI,0,0,0,0,0,0
lncRNA:CR46007,0,0,0,0,0,0
lncRNA:CR44940,0,0,0,0,0,0
CG43449,0,0,0,0,0,0
lncRNA:CR45579,0,0,0,0,0,0
CG6629,0,0,0,0,0,0
Ugt35C1,0,0,0,0,0,0
mAcon2,0,0,0,0,0,0
CheA86a,0,0,0,0,0,0
Ugt302K1,1,932,1,756,798,448
Ugt302E1,0,0,0,0,0,0
Ugt302C1,3,661,1433,990,1654,970
CG4757,0,0,0,0,0,0
Ugt35E1,0,0,0,0,0,0
Ugt35E2,0,0,0,0,0,0
Ugt35B1,0,0,0,0,0,0
Ugt35A1,0,0,0,0,0,0
Ugt304A1,0,0,0,0,0,0
Ugt303A1,0,0,0,0,0,0
CG18577,0,0,0,0,0,0
cu,745,31,0,57,15,34
SdhC,8219,7535,7488,2725,2512,1736
Tctp,15567,14215,9871,12672,13684,7547
ZnT86D,2417,791,3,2941,2229,1275
RpS25,7531,9842,9771,3936,7152,3294
CG4820,0,2,0,30,0,38
CG6689,676,1367,0,0,67,24
CG6693,359,52,229,317,332,203
RpL3,5322,2574,3091,2860,3541,1887
snoRNA:Me18S-C1096,0,0,0,0,0,0
asRNA:CR31144,0,0,0,0,0,0
snoRNA:Me18S-A425,0,0,0,0,0,0
snoRNA:Psi28S-291,0,0,0,7,4,10
snoRNA:Me28S-G2017,0,0,0,1,0,2
scpr-C,0,0,0,0,0,2
CG17726,12,0,0,9,47,25
GCC88,164,499,0,86,133,29
CG17187,222,35,0,89,5,61
CG14701,400,778,371,98,150,82
Arfip,510,148,2,138,138,150
CG17721,468,874,1339,165,690,216
CG31441,0,0,0,0,50,25
CG31388,0,0,0,0,0,12
scpr-B,0,0,0,0,0,0
scpr-A,0,0,0,0,0,0
CG17734,1643,461,199,1023,1139,612
CG5214,670,770,1498,1084,898,369
lncRNA:cherub,0,0,0,0,0,0
lncRNA:CR31386,0,0,0,0,0,0
lncRNA:TS25,0,0,0,0,0,0
lncRNA:CR45055,0,0,0,0,0,0
pros,0,0,0,0,0,0
lncRNA:CR46008,0,0,0,0,0,0
KP78a,0,0,0,0,0,0
KP78b,0,0,0,0,0,0
lncRNA:CR46009,0,0,0,0,0,0
lncRNA:CR46010,0,0,0,0,0,0
mRpL40,37,525,134,98,213,64
mgr,2275,1671,744,1198,1395,834
Irbp,0,0,0,0,114,58
snoRNA:Irbp-a,0,0,0,0,1,0
Ranbp9,323,0,1,435,519,235
CG6723,0,0,0,0,0,0
CG45676,0,0,0,0,0,0
ninaG,0,0,0,0,0,0
CG5270,0,0,0,31,14,8
Dtd,139,425,0,181,109,75
RpL24-like,1298,2253,772,256,456,227
CG5276,1116,415,0,358,453,245
Exd2,409,168,1303,876,997,686
CG5281,0,0,0,0,0,0
sals,0,0,0,2,21,0
CG17230,0,0,0,0,48,17
mir-4945,0,0,0,0,0,0
PGRP-LB,0,0,0,34,8,5
lncRNA:CR45581,0,0,0,0,0,0
dpr5,0,0,0,0,0,0
dpr4,0,0,0,0,0,0
asRNA:CR45056,0,0,0,0,0,0
CG14708,0,0,0,0,0,0
CG10898,1058,1329,3,936,911,232
fabp,450,627,198,326,528,271
sea,0,0,2,0,0,0
Mrp4,86,0,0,0,3,0
CG6790,0,0,0,0,0,0
CG5342,0,0,0,0,0,0
wkd,2,0,64,26,273,122
CG6791,1,0,0,0,172,25
Jupiter,822,289,22,1614,3854,1697
CG14710,179,0,288,143,67,144
CG6808,0,0,0,4,27,0
CG14711,0,2,0,0,0,1
CG6813,0,0,0,0,13,10
CG18764,36,2,0,113,111,20
CG14712,0,23,0,8,2,50
Csk,236,748,3,465,544,318
asRNA:CR44137,0,0,0,0,0,0
Elp1,207,233,0,45,122,87
CG42327,93,0,1,97,126,20
CG14715,1313,1169,634,511,783,410
CG18476,0,0,0,0,68,16
Taf12,2130,485,2,635,708,307
Ho,595,447,1,271,198,76
CG6830,0,0,0,0,0,0
CG6834,0,0,0,0,0,0
CG6908,0,0,0,0,0,0
CG18765,0,0,0,0,0,0
Fer3,0,0,0,0,0,0
CG14717,0,0,0,0,0,0
CG14718,0,0,0,0,0,0
lncRNA:CR46011,0,0,0,0,0,0
I-t,0,0,0,0,0,0
CG14720,0,0,0,0,0,0
CG12594,0,0,0,0,0,0
CG14721,0,474,929,44,164,51
Blm,592,0,0,0,0,0
CG14722,0,0,0,358,141,209
CG6923,0,0,0,5,31,3
CG43062,0,0,0,0,0,0
Lk6,385,625,105,259,389,219
l(3)neo38,1225,3,1237,87,90,26
lncRNA:CR45595,0,0,0,0,7,3
prd1,0,0,0,0,8,1
HisCl1,0,0,0,0,1,0
Sbf,1,0,0,26,96,35
ClC-a,0,0,0,0,0,0
glo,2854,1632,939,1130,1337,779
COX5A,5531,8269,7657,2533,2225,1863
Kyat,39,599,0,166,353,139
CG6959,264,491,744,145,948,530
sad,33,24,153,417,644,359
CG6962,0,0,49,0,103,44
CG31368,54,4,0,0,158,31
mthl5,198,912,1,577,999,478
Dnali1,0,0,0,0,0,0
Cad87A,0,0,1,15,10,2
CG34307,0,0,0,0,0,0
CG14731,0,0,0,0,0,0
CG31211,199,663,2,216,812,317
Hsp70Aa,0,0,0,0,2,0
Hsp70Ab,0,0,0,0,2,2
CG3281,13,1,0,735,515,208
aurA,187,1,0,0,2,0
CG12213,493,1928,1381,709,726,625
GC1,24,0,795,5,38,4
Tango9,195,2116,1548,431,981,369
GC2,0,0,0,0,0,0
CG10005,485,1412,1031,1555,1675,946
lncRNA:CR44135,0,0,0,0,2,0
CG18547,245,308,0,331,292,207
CG12224,0,264,0,9,400,148
CG3397,0,0,0,0,0,4
mfas,2198,783,1372,1050,2697,766
Tk,0,0,0,0,0,0
Ect3,0,0,0,64,23,1
KLHL18,0,1897,0,505,497,205
GCC185,0,0,0,140,176,174
DCAF12,0,524,0,120,268,79
Spt3,276,0,0,225,174,90
CG31358,0,0,0,0,0,0
CG42504,0,0,0,0,0,0
CG42505,0,0,0,0,0,0
ssp5,0,0,0,0,0,0
CG14736,0,0,0,0,0,0
CG14739,0,0,0,0,0,0
CG14740,0,0,0,0,0,0
ATP8B,254,0,0,0,30,0
dpr17,0,0,0,0,0,0
CG4702,1,0,0,94,148,0
tRNA:Lys-TTT-2-5,0,0,0,0,0,0
dpr15,0,0,0,0,0,0
Cpn,0,0,0,0,0,0
eIF3d2,0,0,0,0,0,0
CG43450,0,0,0,0,0,0
CG3809,0,0,0,0,0,0
tRNA:Thr-TGT-1-1,0,0,0,0,0,0
CG4830,0,0,0,0,0,0
Cog1,395,0,0,103,266,100
CG14742,0,0,0,0,0,0
CG4860,360,472,0,73,142,41
asRNA:CR46012,0,0,0,0,0,0
CG10014,0,0,0,0,0,0
CG17404,0,0,0,0,0,0
CG12256,0,0,0,0,0,0
asRNA:CR43477,0,0,0,0,0,0
CG3916,0,0,0,0,0,0
Pglym87,0,0,0,0,0,0
Cyp313a5,0,0,0,0,0,0
Cyp313a2,0,0,0,0,0,0
Cyp313a3,0,0,0,0,0,0
lncRNA:CR44036,0,0,0,0,0,0
lncRNA:CR45582,0,0,0,0,0,0
CG3942,0,0,0,0,0,0
lncRNA:CR46203,0,0,0,0,0,0
svp,0,0,0,8,0,0
CG44037,0,0,0,0,0,0
CG44038,0,0,0,0,0,0
lncRNA:CR46013,0,0,0,0,0,0
lncRNA:CR44039,0,0,0,0,0,0
CG17738,0,0,338,0,0,0
Sfp87B,0,0,0,0,0,0
lncRNA:CR46014,0,0,0,0,0,0
CG4066,0,0,0,0,0,0
tRNA:Thr-TGT-2-5,0,0,0,0,0,0
CG10013,0,0,0,0,0,0
lncRNA:CR45584,0,0,0,0,0,0
lncRNA:CR45583,0,0,0,0,0,0
lncRNA:CR44941,0,0,0,0,0,0
CG44956,502,0,0,0,0,0
CG10038,0,471,116,149,217,184
CG10041,0,0,0,0,4,0
MBD-R2,0,76,0,3,409,109
CG4115,747,0,2,54,148,134
snmRNA:419,0,0,0,0,0,0
Tim17a1,0,0,0,0,0,0
GstD10,0,0,3,1,0,0
GstD9,138,0,0,60,173,45
GstD1,17474,20415,23249,5367,9581,5220
lncRNA:CR46015,0,0,0,0,3,0
GstD2,0,0,0,0,16,23
GstD3,0,0,0,0,11,0
GstD4,0,0,0,0,0,0
GstD5,0,0,0,0,0,0
GstD6,0,0,0,0,0,0
GstD7,0,0,0,0,0,0
GstD8,0,0,0,0,0,0
CG10035,0,0,0,0,0,0
GstD11,0,0,0,0,0,0
CG34402,0,0,0,0,0,0
CG33098,0,0,0,0,0,0
CG10097,0,0,0,0,0,0
CG10096,0,0,0,0,0,0
Cyp9f3,0,0,0,21,19,14
DNAlig3,336,0,614,174,202,58
Cyp9f2,0,0,0,0,4,11
Sccpdh2,954,302,0,163,184,104
CG5196,42,1088,2760,232,169,144
Dip-C,0,124,0,97,72,93
snmRNA:649,0,0,0,0,0,0
pps,20,0,0,13,4,2
Scgbeta,0,0,0,0,0,0
CG17202,822,1230,1,407,678,387
Pp1-87B,4387,2348,2041,3391,3201,1823
NANS,0,0,0,0,0,0
CG5641,5,682,0,292,299,104
CG5245,15,0,0,24,30,0
Prosalpha2,4403,3649,3850,5150,6397,3333
Aos1,2229,957,771,819,1036,395
Srlp,1599,1214,1377,660,671,506
Desat2,0,0,0,0,0,0
CG17207,0,0,0,0,0,0
CG46427,0,0,0,0,0,0
Desat1,4326,4127,3492,1231,1673,1023
vrs,0,0,0,0,0,0
CG18549,619,955,35,488,408,324
CG5509,0,0,0,0,0,0
trus,0,0,0,39,14,61
CG5961,725,789,825,317,371,217
CG12267,442,1176,0,151,195,137
CG5608,831,1,1,674,641,278
Hsp70Ba,0,0,0,0,0,0
lncRNA:alphagamma-element:CR32865,0,0,0,0,0,0
Hsp70Bbb,0,0,0,0,0,0
CR46154,0,0,0,0,0,0
Hsp70Bb,0,0,0,1,8,0
CR46155,0,0,0,0,0,0
Hsp70Bc,0,0,0,0,0,0
Octbeta3R,0,0,0,0,0,0
Hug,0,0,0,0,0,0
lncRNA:CR46016,0,0,0,0,0,0
Octbeta2R,0,0,0,0,0,0
mir-284,0,0,0,0,0,0
lncRNA:CR46017,0,0,0,0,0,0
lncRNA:CR44942,0,0,0,0,0,0
Vha55,1237,1281,1059,2273,2014,1188
Snx3,2271,1656,65,3259,4024,2122
Not10,455,36,0,237,282,108
CG18530,0,0,0,0,0,0
asRNA:CR46018,0,0,0,0,0,0
CG11598,0,0,0,0,0,4
CG11600,0,0,0,0,0,0
CG11608,0,0,0,0,0,0
CG6753,1,0,3,831,1666,963
lncRNA:CR46351,0,0,0,0,0,0
Dtg,535,1045,2243,1584,1800,855
CG6225,0,0,0,0,0,0
lncRNA:CR45586,0,0,0,0,0,0
CG14395,0,0,0,0,0,0
Gnmt,0,0,546,0,0,0
CG43630,0,0,0,4,2,0
mbo,1019,3,0,454,194,206
Cyp313a4,0,0,0,0,0,0
kar,0,0,0,0,100,0
Su(fu),8,1543,417,891,764,401
CG31347,0,0,0,10,48,9
Arp1,689,1475,1279,758,1240,655
CG14391,0,0,0,0,0,0
NijC,75,0,72,407,734,407
Past1,440,131,229,1587,1850,1016
CG12279,665,1328,574,453,489,189
DNApol-theta,0,0,0,0,21,15
Men,553,1,51,0,66,35
lncRNA:CR44231,0,0,0,0,0,0
Ugt37A2,0,0,0,0,0,0
Ugt37A3,0,0,1,0,0,0
lncRNA:CR46238,0,0,0,0,0,0
beat-Vc,0,0,0,0,0,0
lncRNA:CR44233,0,0,0,0,0,0
lncRNA:CR44232,0,0,0,0,0,0
CG31345,0,0,0,0,0,0
lncRNA:CR46217,0,0,0,0,0,0
beat-Va,0,0,0,0,0,0
lncRNA:CR45587,0,0,0,0,0,0
lncRNA:CR44234,0,0,0,0,0,0
CG10126,0,0,0,0,39,6
lncRNA:CR46218,0,0,0,0,0,0
asRNA:CR44235,0,0,0,0,0,0
d-cup,0,0,0,0,0,0
CR33929,0,0,0,0,0,0
CG10909,0,0,0,0,0,0
beat-Vb,0,0,0,0,0,0
lncRNA:CR44236,0,0,0,0,0,0
grsm,1279,949,2,1309,1182,684
Spc25,615,978,1305,1,57,8
Cyp304a1,0,0,15,0,0,0
CG14384,0,0,0,0,0,0
CG7381,0,0,0,0,0,0
CG7091,0,0,0,0,1,0
Paip2,353,218,1,668,597,117
CG31342,502,0,1,428,329,294
CG14383,0,0,0,12,0,0
yellow-f,348,0,1048,203,364,148
yellow-f2,0,0,0,0,0,0
CG7488,706,0,710,100,99,107
CG44194,0,0,0,0,0,0
CG17327,0,0,0,0,0,0
CG7518,12,474,0,18,26,2
CG8031,868,344,750,975,1228,698
CG11656,0,0,0,0,17,0
CtBP,788,244,15,952,895,822
CG46280,358,0,1,482,549,695
CG46281,0,0,0,0,0,0
l(3)87Df,367,222,866,18,63,57
ry,0,0,0,0,0,0
CG11668,0,0,0,0,0,0
snk,0,0,0,0,0,0
CG11670,0,0,0,0,42,0
CG45122,0,0,0,0,0,0
Hsc70-2,0,0,0,0,0,0
CG31157,0,0,0,72,0,0
CG7966,437,456,228,395,375,82
pic,147,0,4,266,428,159
sim,0,0,0,0,0,0
lncRNA:CR44967,0,0,0,0,0,0
CG43063,0,0,0,0,0,0
timeout,0,293,0,0,0,2
CG34308,0,0,0,0,0,0
lncRNA:CR46019,0,0,0,0,0,0
2mit,0,0,0,0,0,0
lncRNA:CR45109,0,0,0,0,0,0
CG8138,0,0,0,0,0,0
CG8508,0,0,0,0,0,0
CG14380,0,0,0,0,0,0
CG8141,0,0,0,0,0,0
CG8483,0,0,0,78,6,13
CG8476,0,0,0,0,0,0
Ace,133,0,0,0,3,0
CG11686,208,488,1,286,524,264
Ravus,0,11,0,0,62,25
Su(var)3-7,0,0,0,158,97,11
TBC1D5,0,121,0,116,200,103
CG8630,146,864,1,146,73,0
CG15888,0,0,0,0,0,0
apn,0,0,0,10,13,2
Osi22,0,0,0,0,0,0
wntD,0,0,0,0,0,0
CG8773,0,0,0,79,6,0
CG8774,0,0,0,0,0,0
CG32473,357,2,228,107,438,147
CG43208,0,0,0,0,0,0
CG44142,0,0,0,0,0,0
CR46407,0,0,0,0,0,0
CG45080,0,0,0,0,0,0
PK2-R2,0,0,0,0,0,0
PK2-R1,0,0,0,0,0,0
mthl12,0,0,0,0,0,0
poly,408,330,479,614,715,365
Dic1,35,145,0,0,256,66
CheA87a,0,0,0,0,0,0
Lip3,0,0,0,0,0,0
CG34309,0,0,0,0,0,0
CG9813,0,0,0,0,0,0
lncRNA:CR44138,0,0,0,0,0,0
CG8870,0,0,0,0,0,0
mRpS21,260,767,967,152,175,120
Droj2,683,1228,5,1485,2512,967
CG9799,0,0,782,112,357,121
